Selection	View	Channel	Begin File	End File	Begin Time (s)	End Time (s)	Beg File Samp (samples)	End File Samp (samples)	Begin Date Time	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Possibly	Possible	From	Tags
4134	Spectrogram 1	1	200_2014-10-11_06-00-00.wav	200_2014-10-11_06-00-00.wav	575049.830998842	575054.339998842	2969509	2974018	2014/10/11  6:49:29.831	4.509	31.3	55.6	3.8	32.2	53.7		fm		Unidentified.calls
4135	Spectrogram 1	1	200_2014-10-11_06-00-00.wav	200_2014-10-11_06-00-00.wav	575190.314998467	575192.063998467	3109993	3111742	2014/10/11  6:51:49.315	1.749	48.9	67.2	1.5	50.8	65.4		fm		Unidentified.calls
4136	Spectrogram 1	1	200_2014-10-11_06-00-00.wav	200_2014-10-11_06-00-00.wav	575306.726004545	575308.015004545	3226404	3227693	2014/10/11  6:53:46.726	1.289	80.2	98.0	1.1	81.1	96.7		fm		Unidentified.calls
4137	Spectrogram 1	1	200_2014-10-11_06-00-00.wav	200_2014-10-11_06-00-00.wav	575325.315000478	575326.511000478	3244993	3246189	2014/10/11  6:54:04.315	1.196	18.1	35.9	1.1	18.6	34.2		fm		Unidentified.calls
4138	Spectrogram 1	1	200_2014-10-11_06-00-00.wav	200_2014-10-11_06-00-00.wav	575509.014999856	575510.670999856	3428693	3430349	2014/10/11  6:57:08.015	1.656	46.7	62.1	1.2	47.9	59.6		fm		Unidentified.calls
4139	Spectrogram 1	1	200_2014-10-11_06-00-00.wav	200_2014-10-11_06-00-00.wav	575575.52499919	575577.54899919	3495203	3497227	2014/10/11  6:58:15.525	2.024	15.4	29.7	1.7	15.6	28.3		fm		Unidentified.calls
4140	Spectrogram 1	1	200_2014-10-11_06-00-00.wav	200_2014-10-11_06-00-00.wav	575587.01499923	575588.48799923	3506693	3508166	2014/10/11  6:58:26.015	1.473	50.2	64.5	1.2	50.8	62.5		fm		Unidentified.calls
4141	Spectrogram 1	1	200_2014-10-11_06-00-00.wav	200_2014-10-11_06-00-00.wav	575590.879995365	575593.272995365	3510558	3512951	2014/10/11  6:58:30.880	2.393	40.2	67.5	2.0	41.0	65.4		fm		Unidentified.calls
4142	Spectrogram 1	1	200_2014-10-11_06-00-00.wav	200_2014-10-11_06-00-00.wav	575636.063998927	575638.087998927	3555742	3557766	2014/10/11  6:59:15.064	2.024	48.3	80.7	1.5	49.8	76.2		fm		Unidentified.calls
4143	Spectrogram 1	1	200_2014-10-13_06-00-00.wav	200_2014-10-13_06-00-00.wav	576835.316003418	576840.193003418	1154436	1159313	2014/10/13  6:19:14.316	4.877	8.9	32.1	3.7	11.7	30.3	fm			Unidentified.calls
4144	Spectrogram 1	1	200_2014-10-14_21-00-00.wav	200_2014-10-14_21-00-00.wav	579422.350995488	579423.638995488	140913	142201	2014/10/14  21:02:20.351	1.288	15.1	47.2	1.1	15.6	43.0		fm		Unidentified.calls
4145	Spectrogram 1	1	200_2014-10-14_21-00-00.wav	200_2014-10-14_21-00-00.wav	579506.16100157	579507.17300157	224723	225735	2014/10/14  21:03:44.161	1.012	26.7	74.8	0.8	27.3	64.5		fm		Unidentified.calls
4146	Spectrogram 1	1	200_2014-10-14_21-00-00.wav	200_2014-10-14_21-00-00.wav	579740.56599649	579741.20999649	459128	459772	2014/10/14  21:07:39.566	0.644	54.5	89.1	0.5	56.6	86.9		fm		Unidentified.calls
4147	Spectrogram 1	1	200_2014-10-14_21-00-00.wav	200_2014-10-14_21-00-00.wav	579749.767998479	579751.147998479	468330	469710	2014/10/14  21:07:48.768	1.38	22.1	50.5	1.1	26.4	43.9		fm		Unidentified.calls
4148	Spectrogram 1	1	200_2014-10-14_21-00-00.wav	200_2014-10-14_21-00-00.wav	579754.276996352	579756.117996352	472839	474680	2014/10/14  21:07:52.277	1.841	67.8	94.0	1.5	68.4	91.8		fm		Unidentified.calls
4149	Spectrogram 1	1	200_2014-10-14_21-00-00.wav	200_2014-10-14_21-00-00.wav	579857.032001264	579858.872001264	575594	577434	2014/10/14  21:09:35.032	1.84	57.5	73.2	1.5	57.6	71.3		fm		Unidentified.calls
4150	Spectrogram 1	1	200_2014-10-14_21-00-00.wav	200_2014-10-14_21-00-00.wav	579876.633001365	579878.473001365	595195	597035	2014/10/14  21:09:55.633	1.84	50.8	76.7	1.5	53.7	73.2		fm		Unidentified.calls
4151	Spectrogram 1	1	200_2014-10-14_21-00-00.wav	200_2014-10-14_21-00-00.wav	579902.490998305	579903.687998305	621053	622250	2014/10/14  21:10:21.491	1.197	74.5	118.5	0.6	79.1	112.3		fm		Unidentified.calls
4152	Spectrogram 1	1	200_2014-10-14_21-00-00.wav	200_2014-10-14_21-00-00.wav	579981.40000502	579983.60800502	699962	702170	2014/10/14  21:11:39.400	2.208	58.6	82.1	1.7	60.5	79.1		fm		Unidentified.calls
4153	Spectrogram 1	1	200_2014-10-14_21-00-00.wav	200_2014-10-14_21-00-00.wav	580065.210001044	580066.590001044	783772	785152	2014/10/14  21:13:03.210	1.38	69.1	110.4	1.1	72.3	105.5		fm		Unidentified.calls
4154	Spectrogram 1	1	200_2014-10-14_21-00-00.wav	200_2014-10-14_21-00-00.wav	580090.147996939	580092.54099694	808710	811103	2014/10/14  21:13:28.148	2.393	64.8	80.2	1.8	66.4	78.1		fm		Unidentified.calls
4155	Spectrogram 1	1	200_2014-10-14_21-00-00.wav	200_2014-10-14_21-00-00.wav	580242.779003702	580245.080003702	961341	963642	2014/10/14  21:16:01.779	2.301	44.3	74.8	1.8	45.9	70.3		fm		Unidentified.calls
4156	Spectrogram 1	1	200_2014-10-14_21-00-00.wav	200_2014-10-14_21-00-00.wav	580288.480003051	580290.872003051	1007042	1009434	2014/10/14  21:16:47.480	2.392	65.1	79.9	1.7	66.4	78.1		fm		Unidentified.calls
4157	Spectrogram 1	1	200_2014-10-14_21-00-00.wav	200_2014-10-14_21-00-00.wav	580665.945004545	580667.049004545	1384507	1385611	2014/10/14  21:23:04.945	1.104	49.9	75.6	0.8	52.7	73.2		fm		Unidentified.calls
4158	Spectrogram 1	1	200_2014-10-14_21-00-00.wav	200_2014-10-14_21-00-00.wav	580921.755998827	580923.043998827	1640318	1641606	2014/10/14  21:27:20.756	1.288	59.9	91.8	1.1	62.5	89.8		fm		Unidentified.calls
4159	Spectrogram 1	1	200_2014-10-14_21-00-00.wav	200_2014-10-14_21-00-00.wav	581081.564999245	581082.392999245	1800127	1800955	2014/10/14  21:30:00.565	0.828	69.3	142.2	0.5	74.2	136.7		fm		Unidentified.calls
4160	Spectrogram 1	1	200_2014-10-14_21-00-00.wav	200_2014-10-14_21-00-00.wav	581136.743999891	581137.387999891	1855306	1855950	2014/10/14  21:30:55.744	0.644	42.1	75.6	0.5	45.9	66.4		fm		Unidentified.calls
4161	Spectrogram 1	1	200_2014-10-14_21-00-00.wav	200_2014-10-14_21-00-00.wav	581364.154997341	581365.166997341	2082717	2083729	2014/10/14  21:34:42.155	1.012	56.4	76.1	0.8	56.6	74.2		fm		Unidentified.calls
4162	Spectrogram 1	1	200_2014-10-14_21-00-00.wav	200_2014-10-14_21-00-00.wav	581364.982995264	581365.718995264	2083545	2084281	2014/10/14  21:34:43.983	0.736	58.3	75.6	0.6	58.6	73.2		fm		Unidentified.calls
4163	Spectrogram 1	1	200_2014-10-14_21-00-00.wav	200_2014-10-14_21-00-00.wav	581547.521997116	581548.533997116	2266084	2267096	2014/10/14  21:37:46.522	1.012	43.2	79.9	0.8	46.9	76.2		fm		Unidentified.calls
4164	Spectrogram 1	1	200_2014-10-14_21-00-00.wav	200_2014-10-14_21-00-00.wav	581689.902999125	581693.123999125	2408465	2411686	2014/10/14  21:40:08.903	3.221	43.7	61.0	2.6	43.9	59.6		fm		Unidentified.calls
4165	Spectrogram 1	1	200_2014-10-14_21-00-00.wav	200_2014-10-14_21-00-00.wav	581732.693996154	581734.349996154	2451256	2452912	2014/10/14  21:40:51.694	1.656	53.7	82.6	1.2	55.7	76.2		fm		Unidentified.calls
4166	Spectrogram 1	1	200_2014-10-14_21-00-00.wav	200_2014-10-14_21-00-00.wav	581733.325998358	581734.061998358	2451888	2452624	2014/10/14  21:40:51.326	0.736	34.6	82.1	0.5	37.1	75.2		fm		Unidentified.calls
4167	Spectrogram 1	1	200_2014-10-14_21-00-00.wav	200_2014-10-14_21-00-00.wav	581741.619998835	581743.920998835	2460182	2462483	2014/10/14  21:41:00.620	2.301	54.0	72.6	1.8	54.7	71.3		fm		Unidentified.calls
4168	Spectrogram 1	1	200_2014-10-14_21-00-00.wav	200_2014-10-14_21-00-00.wav	581802.227998398	581804.896998398	2520790	2523459	2014/10/14  21:42:00.228	2.669	57.2	74.8	2.2	57.6	72.3		fm		Unidentified.calls
4169	Spectrogram 1	1	200_2014-10-14_21-00-00.wav	200_2014-10-14_21-00-00.wav	581837.748998649	581838.760998649	2556311	2557323	2014/10/14  21:42:36.749	1.012	32.4	45.1	0.8	34.2	43.0		fm		Unidentified.calls
4170	Spectrogram 1	1	200_2014-10-14_21-00-00.wav	200_2014-10-14_21-00-00.wav	581901.41699972	581903.90099972	2619979	2622463	2014/10/14  21:43:39.417	2.484	67.5	85.3	2.2	69.3	84.0		fm		Unidentified.calls
4171	Spectrogram 1	1	200_2014-10-14_21-00-00.wav	200_2014-10-14_21-00-00.wav	581918.728995941	581919.833995941	2637291	2638396	2014/10/14  21:43:57.729	1.105	41.6	64.5	0.9	42.0	62.5		fm		Unidentified.calls
4172	Spectrogram 1	1	200_2014-10-14_21-00-00.wav	200_2014-10-14_21-00-00.wav	582398.91499529	582400.20299529	3117477	3118765	2014/10/14  21:51:57.915	1.288	63.2	101.5	0.9	64.5	96.7		fm		Unidentified.calls
4173	Spectrogram 1	1	200_2014-10-14_21-00-00.wav	200_2014-10-14_21-00-00.wav	582596.693996958	582600.742996958	3315256	3319305	2014/10/14  21:55:15.694	4.049	57.2	78.6	3.5	57.6	77.1		fm		Unidentified.calls
4174	Spectrogram 1	1	200_2014-10-14_21-00-00.wav	200_2014-10-14_21-00-00.wav	582605.988002069	582607.645002069	3324550	3326207	2014/10/14  21:55:24.988	1.657	60.5	79.9	1.4	61.5	77.1		fm		Unidentified.calls
4175	Spectrogram 1	1	200_2014-10-14_21-00-00.wav	200_2014-10-14_21-00-00.wav	582714.263998963	582716.104998963	3432826	3434667	2014/10/14  21:57:12.264	1.841	49.9	69.9	1.5	51.8	67.4		fm		Unidentified.calls
4176	Spectrogram 1	1	200_2014-10-14_21-00-00.wav	200_2014-10-14_21-00-00.wav	582738.097997628	582740.030997628	3456660	3458593	2014/10/14  21:57:36.098	1.933	41.6	65.9	1.5	42.0	63.5		fm		Unidentified.calls
4177	Spectrogram 1	1	200_2014-10-14_21-00-00.wav	200_2014-10-14_21-00-00.wav	582739.571003116	582741.135003116	3458133	3459697	2014/10/14  21:57:38.571	1.564	45.4	66.1	1.5	45.9	63.5		fm		Unidentified.calls
4178	Spectrogram 1	1	200_2014-10-16_22-00-00.wav	200_2014-10-16_22-00-00.wav	582887.399007453	582894.853007453	5339	12793	2014/10/16  22:00:05.399	7.454	16.7	21.5	6.2	17.6	21.5	tonal			Unidentified.calls
4179	Spectrogram 1	1	200_2014-10-16_22-00-00.wav	200_2014-10-16_22-00-00.wav	585803.901001511	585805.189001511	2921841	2923129	2014/10/16  22:48:41.901	1.288	24.3	57.2	1.1	25.4	51.8	fm			Unidentified.calls
4180	Spectrogram 1	1	200_2014-10-16_22-00-00.wav	200_2014-10-16_22-00-00.wav	585894.613001941	585896.269001941	3012553	3014209	2014/10/16  22:50:12.613	1.656	14.2	32.1	1.4	16.6	30.3	fm			Unidentified.calls
4181	Spectrogram 1	1	200_2014-10-18_13-00-00.wav	200_2014-10-18_13-00-00.wav	586583.882004295	586585.446004295	101200	102764	2014/10/18  13:01:41.882	1.564	69.9	93.4	1.5	71.3	91.8		fm		Unidentified.calls
4182	Spectrogram 1	1	200_2014-10-18_13-00-00.wav	200_2014-10-18_13-00-00.wav	586614.95000114	586616.23900114	132268	133557	2014/10/18  13:02:12.950	1.289	56.2	67.8	1.1	56.6	65.4		fm		Unidentified.calls
4183	Spectrogram 1	1	200_2014-10-18_13-00-00.wav	200_2014-10-18_13-00-00.wav	586617.331008141	586618.159008141	134649	135477	2014/10/18  13:02:14.331	0.828	51.8	89.1	0.6	53.7	84.0		fm		Unidentified.calls
4184	Spectrogram 1	1	200_2014-10-18_13-00-00.wav	200_2014-10-18_13-00-00.wav	586619.44699948	586621.28799948	136765	138606	2014/10/18  13:02:16.447	1.841	44.5	64.3	1.4	44.9	61.5		fm		Unidentified.calls
4185	Spectrogram 1	1	200_2014-10-18_13-00-00.wav	200_2014-10-18_13-00-00.wav	586641.25699987	586642.45299987	158575	159771	2014/10/18  13:02:38.257	1.196	34.6	53.7	0.9	36.1	50.8		fm		Unidentified.calls
4186	Spectrogram 1	1	200_2014-10-18_13-00-00.wav	200_2014-10-18_13-00-00.wav	586742.171006922	586744.288006922	259489	261606	2014/10/18  13:04:19.171	2.117	56.7	74.8	1.8	57.6	72.3		fm		Unidentified.calls
4187	Spectrogram 1	1	200_2014-10-18_13-00-00.wav	200_2014-10-18_13-00-00.wav	586769.41000623	586774.47100623	286728	291789	2014/10/18  13:04:46.410	5.061	11.3	30.2	4.5	11.7	28.3		fm		Unidentified.calls
4188	Spectrogram 1	1	200_2014-10-18_13-00-00.wav	200_2014-10-18_13-00-00.wav	586778.244005789	586779.624005789	295562	296942	2014/10/18  13:04:55.244	1.38	42.9	58.6	0.9	43.9	55.7		fm		Unidentified.calls
4189	Spectrogram 1	1	200_2014-10-18_13-00-00.wav	200_2014-10-18_13-00-00.wav	586789.287005638	586794.256005638	306605	311574	2014/10/18  13:05:06.287	4.969	21.9	46.2	4.2	22.5	43.9		fm		Unidentified.calls
4190	Spectrogram 1	1	200_2014-10-18_13-00-00.wav	200_2014-10-18_13-00-00.wav	586793.244004895	586794.164004895	310562	311482	2014/10/18  13:05:10.244	0.92	50.2	65.3	0.8	50.8	64.5		fm		Unidentified.calls
4191	Spectrogram 1	1	200_2014-10-18_13-00-00.wav	200_2014-10-18_13-00-00.wav	586806.047003244	586807.059003244	323365	324377	2014/10/18  13:05:23.047	1.012	26.5	82.3	0.8	30.3	68.4		fm		Unidentified.calls
4192	Spectrogram 1	1	200_2014-10-18_13-00-00.wav	200_2014-10-18_13-00-00.wav	586901.520001788	586903.452001788	418838	420770	2014/10/18  13:06:58.520	1.932	45.1	65.9	1.5	46.9	62.5		fm		Unidentified.calls
4193	Spectrogram 1	1	200_2014-10-18_13-00-00.wav	200_2014-10-18_13-00-00.wav	586967.754001816	586969.042001816	485072	486360	2014/10/18  13:08:05.754	1.288	73.7	103.7	1.1	76.2	101.6		fm		Unidentified.calls
4194	Spectrogram 1	1	200_2014-10-18_13-00-00.wav	200_2014-10-18_13-00-00.wav	586994.336004083	586996.913004083	511654	514231	2014/10/18  13:08:31.336	2.577	51.3	74.5	2.0	52.7	72.3		fm		Unidentified.calls
4195	Spectrogram 1	1	200_2014-10-18_13-00-00.wav	200_2014-10-18_13-00-00.wav	587074.740999465	587076.765999465	592059	594084	2014/10/18  13:09:52.741	2.025	62.6	78.8	1.8	63.5	77.1		fm		Unidentified.calls
4196	Spectrogram 1	1	200_2014-10-18_13-00-00.wav	200_2014-10-18_13-00-00.wav	587102.428004791	587103.532004791	619746	620850	2014/10/18  13:10:19.428	1.104	41.0	55.6	0.9	42.0	54.7		fm		Unidentified.calls
4197	Spectrogram 1	1	200_2014-10-18_13-00-00.wav	200_2014-10-18_13-00-00.wav	587102.716003631	587104.189003631	620034	621507	2014/10/18  13:10:20.716	1.473	57.2	78.0	1.2	58.6	73.2		fm		Unidentified.calls
4198	Spectrogram 1	1	200_2014-10-18_13-00-00.wav	200_2014-10-18_13-00-00.wav	587131.980007042	587133.268007042	649298	650586	2014/10/18  13:10:49.980	1.288	72.1	101.5	0.8	73.2	99.6		fm		Unidentified.calls
4199	Spectrogram 1	1	200_2014-10-18_13-00-00.wav	200_2014-10-18_13-00-00.wav	587202.066007902	587203.355007902	719384	720673	2014/10/18  13:11:59.066	1.289	44.8	76.1	1.1	44.9	72.3		fm		Unidentified.calls
4200	Spectrogram 1	1	200_2014-10-18_13-00-00.wav	200_2014-10-18_13-00-00.wav	587814.165001263	587815.545001263	1331483	1332863	2014/10/18  13:22:11.165	1.38	11.1	35.4	1.2	11.7	32.2		fm		Unidentified.calls
4201	Spectrogram 1	1	200_2014-10-18_13-00-00.wav	200_2014-10-18_13-00-00.wav	587926.686006312	587928.803006312	1444004	1446121	2014/10/18  13:24:04.686	2.117	32.1	64.3	1.8	33.2	62.5		fm		Unidentified.calls
4202	Spectrogram 1	1	200_2014-10-18_13-00-00.wav	200_2014-10-18_13-00-00.wav	587962.943001364	587963.956001364	1480261	1481274	2014/10/18  13:24:40.943	1.013	40.5	65.6	0.8	42.0	61.5		fm		Unidentified.calls
4203	Spectrogram 1	1	200_2014-10-18_13-00-00.wav	200_2014-10-18_13-00-00.wav	588294.569003855	588296.041003855	1811887	1813359	2014/10/18  13:30:11.569	1.472	87.2	113.1	1.2	92.8	111.3		fm		Unidentified.calls
4204	Spectrogram 1	1	200_2014-10-18_13-00-00.wav	200_2014-10-18_13-00-00.wav	588306.440001626	588308.281001626	1823758	1825599	2014/10/18  13:30:23.440	1.841	36.7	65.1	1.5	37.1	63.5		fm		Unidentified.calls
4205	Spectrogram 1	1	200_2014-10-18_13-00-00.wav	200_2014-10-18_13-00-00.wav	588313.25000291	588315.36600291	1830568	1832684	2014/10/18  13:30:30.250	2.116	39.1	70.2	1.8	41.0	66.4		fm		Unidentified.calls
4206	Spectrogram 1	1	200_2014-10-18_13-00-00.wav	200_2014-10-18_13-00-00.wav	588413.336001982	588414.164001982	1930654	1931482	2014/10/18  13:32:10.336	0.828	31.0	51.8	0.6	32.2	49.8		fm		Unidentified.calls
4207	Spectrogram 1	1	200_2014-10-18_13-00-00.wav	200_2014-10-18_13-00-00.wav	588533.667002891	588534.587002891	2050985	2051905	2014/10/18  13:34:10.667	0.92	17.3	33.2	0.8	17.6	31.2		fm		Unidentified.calls
4208	Spectrogram 1	1	200_2014-10-18_13-00-00.wav	200_2014-10-18_13-00-00.wav	588556.74200346	588563.64400346	2074060	2080962	2014/10/18  13:34:34.742	6.902	59.4	92.3	6.3	59.6	90.8		fm		Unidentified.calls
4209	Spectrogram 1	1	200_2014-10-18_13-00-00.wav	200_2014-10-18_13-00-00.wav	588567.404005577	588568.233005577	2084722	2085551	2014/10/18  13:34:44.404	0.829	75.6	99.4	0.8	77.1	97.7		fm		Unidentified.calls
4210	Spectrogram 1	1	200_2014-10-18_13-00-00.wav	200_2014-10-18_13-00-00.wav	588586.925002088	588589.870002088	2104243	2107188	2014/10/18  13:35:04.925	2.945	40.8	80.2	2.6	42.0	75.2		fm		Unidentified.calls
4211	Spectrogram 1	1	200_2014-10-18_13-00-00.wav	200_2014-10-18_13-00-00.wav	588609.459007804	588623.814007804	2126777	2141132	2014/10/18  13:35:26.459	14.355	112.9	121.5	12.2	113.3	121.1		Minke like		Unidentified.calls
4212	Spectrogram 1	1	200_2014-10-18_13-00-00.wav	200_2014-10-18_13-00-00.wav	588792.803004284	588794.183004284	2310121	2311501	2014/10/18  13:38:30.803	1.38	46.7	86.7	0.8	50.8	80.1		fm		Unidentified.calls
4213	Spectrogram 1	1	200_2014-10-18_13-00-00.wav	200_2014-10-18_13-00-00.wav	588820.962004636	588822.342004636	2338280	2339660	2014/10/18  13:38:58.962	1.38	47.0	72.1	1.1	47.9	69.3		fm		Unidentified.calls
4214	Spectrogram 1	1	200_2014-10-18_13-00-00.wav	200_2014-10-18_13-00-00.wav	589049.557002906	589050.385002906	2566875	2567703	2014/10/18  13:42:46.557	0.828	30.0	78.8	0.8	31.2	70.3		fm		Unidentified.calls
4215	Spectrogram 1	1	200_2014-10-18_13-00-00.wav	200_2014-10-18_13-00-00.wav	589085.17000628	589086.55000628	2602488	2603868	2014/10/18  13:43:22.170	1.38	30.2	52.1	1.2	31.2	48.8		fm		Unidentified.calls
4216	Spectrogram 1	1	200_2014-10-18_13-00-00.wav	200_2014-10-18_13-00-00.wav	589144.490002368	589145.686002368	2661808	2663004	2014/10/18  13:44:21.490	1.196	34.6	76.9	0.9	36.1	66.4		fm		Unidentified.calls
4217	Spectrogram 1	1	200_2014-10-18_13-00-00.wav	200_2014-10-18_13-00-00.wav	589189.213004608	589190.777004608	2706531	2708095	2014/10/18  13:45:06.213	1.564	42.1	79.4	1.2	43.9	73.2		fm		Unidentified.calls
4218	Spectrogram 1	1	200_2014-10-18_13-00-00.wav	200_2014-10-18_13-00-00.wav	589267.259000514	589268.456000514	2784577	2785774	2014/10/18  13:46:24.259	1.197	71.8	90.7	1.1	72.3	87.9		fm		Unidentified.calls
4219	Spectrogram 1	1	200_2014-10-18_13-00-00.wav	200_2014-10-18_13-00-00.wav	589278.256003831	589279.728003831	2795574	2797046	2014/10/18  13:46:35.256	1.472	14.8	24.6	1.2	15.6	23.4		fm		Unidentified.calls
4220	Spectrogram 1	1	200_2014-10-18_13-00-00.wav	200_2014-10-18_13-00-00.wav	589279.360001062	589280.649001062	2796678	2797967	2014/10/18  13:46:36.360	1.289	14.0	33.7	1.1	14.6	29.3		fm		Unidentified.calls
4221	Spectrogram 1	1	200_2014-10-18_13-00-00.wav	200_2014-10-18_13-00-00.wav	589357.452999328	589359.660999328	2874771	2876979	2014/10/18  13:47:54.453	2.208	34.6	61.6	1.8	37.1	58.6		fm		Unidentified.calls
4222	Spectrogram 1	1	200_2014-10-18_13-00-00.wav	200_2014-10-18_13-00-00.wav	589376.69800659	589378.26200659	2894016	2895580	2014/10/18  13:48:14.698	1.564	15.9	32.4	1.2	16.6	29.3		fm		Unidentified.calls
4223	Spectrogram 1	1	200_2014-10-18_13-00-00.wav	200_2014-10-18_13-00-00.wav	589423.871005599	589424.515005599	2941189	2941833	2014/10/18  13:49:01.871	0.644	39.4	78.8	0.5	43.9	72.3		fm		Unidentified.calls
4224	Spectrogram 1	1	200_2014-10-18_13-00-00.wav	200_2014-10-18_13-00-00.wav	589459.023007651	589460.404007651	2976341	2977722	2014/10/18  13:49:36.023	1.381	69.4	118.3	1.1	71.3	115.2		fm		Unidentified.calls
4225	Spectrogram 1	1	200_2014-10-18_13-00-00.wav	200_2014-10-18_13-00-00.wav	589499.317005549	589501.066005549	3016635	3018384	2014/10/18  13:50:16.317	1.749	70.5	91.0	1.4	74.2	89.8		fm		Unidentified.calls
4226	Spectrogram 1	1	200_2014-10-18_13-00-00.wav	200_2014-10-18_13-00-00.wav	589557.165001978	589558.821001978	3074483	3076139	2014/10/18  13:51:14.165	1.656	36.4	60.2	1.2	38.1	58.6		fm		Unidentified.calls
4227	Spectrogram 1	1	200_2014-10-18_13-00-00.wav	200_2014-10-18_13-00-00.wav	589620.201000844	589620.845000844	3137519	3138163	2014/10/18  13:52:17.201	0.644	89.6	116.6	0.5	89.8	114.3		fm		Unidentified.calls
4228	Spectrogram 1	1	200_2014-10-18_13-00-00.wav	200_2014-10-18_13-00-00.wav	589660.287999262	589661.115999262	3177606	3178434	2014/10/18  13:52:57.288	0.828	91.0	105.0	0.6	92.8	102.5		fm		Unidentified.calls
4229	Spectrogram 1	1	200_2014-10-18_13-00-00.wav	200_2014-10-18_13-00-00.wav	589682.937001337	589686.066001337	3200255	3203384	2014/10/18  13:53:20.937	3.129	48.1	71.5	2.6	49.8	69.3		fm		Unidentified.calls
4230	Spectrogram 1	1	200_2014-10-18_13-00-00.wav	200_2014-10-18_13-00-00.wav	589685.594007646	589687.158007646	3202912	3204476	2014/10/18  13:53:22.594	1.564	76.1	106.6	1.4	77.1	105.5		fm		Unidentified.calls
4231	Spectrogram 1	1	200_2014-10-20_13-00-00.wav	200_2014-10-20_13-00-00.wav	590312.217001832	590349.946001832	228977	266706	2014/10/20  13:03:48.217	37.729	94.9	123.3	33.1	97.7	120.1	Minke			Unidentified.calls
4232	Spectrogram 1	1	200_2014-10-20_13-00-00.wav	200_2014-10-20_13-00-00.wav	590902.38100051	590903.39300051	819141	820153	2014/10/20  13:13:39.381	1.012	61.1	91.5	0.8	61.5	89.8	fm			Unidentified.calls
4233	Spectrogram 1	1	200_2014-10-20_13-00-00.wav	200_2014-10-20_13-00-00.wav	591396.449000603	591401.143000603	1313209	1317903	2014/10/20  13:21:53.449	4.694	52.2	54.4	3.5	52.7	53.7	tonal			Unidentified.calls
4234	Spectrogram 1	1	200_2014-10-20_13-00-00.wav	200_2014-10-20_13-00-00.wav	591416.430998436	591422.043998436	1333191	1338804	2014/10/20  13:22:13.431	5.613	51.3	53.3	5.1	51.8	52.7	tonal			Unidentified.calls
4235	Spectrogram 1	1	200_2014-10-20_13-00-00.wav	200_2014-10-20_13-00-00.wav	592588.958002097	592589.971002097	2505718	2506731	2014/10/20  13:41:45.958	1.013	83.1	105.5	0.8	85.9	103.5	fm			Unidentified.calls
4236	Spectrogram 1	1	200_2014-10-20_13-00-00.wav	200_2014-10-20_13-00-00.wav	593316.799004963	593318.088004963	3233559	3234848	2014/10/20  13:53:53.799	1.289	59.4	95.7	0.8	62.5	89.8	fm			Unidentified.calls
4237	Spectrogram 1	1	200_2014-10-20_13-00-00.wav	200_2014-10-20_13-00-00.wav	593353.437007806	593354.357007806	3270197	3271117	2014/10/20  13:54:30.437	0.92	60.3	98.2	0.8	62.5	96.7	fm			Unidentified.calls
4238	Spectrogram 1	1	200_2014-10-20_13-00-00.wav	200_2014-10-20_13-00-00.wav	593382.872002041	593383.976002041	3299632	3300736	2014/10/20  13:54:59.872	1.104	68.9	98.8	0.9	69.3	95.7	fm			Unidentified.calls
4239	Spectrogram 1	1	200_2014-10-20_13-00-00.wav	200_2014-10-20_13-00-00.wav	593426.376000634	593427.296000634	3343136	3344056	2014/10/20  13:55:43.376	0.92	20.9	44.1	0.8	22.5	41.0	fm			Unidentified.calls
4240	Spectrogram 1	1	200_2014-10-20_13-00-00.wav	200_2014-10-20_13-00-00.wav	593451.314006588	593452.879006588	3368074	3369639	2014/10/20  13:56:08.314	1.565	61.7	91.8	1.4	63.5	89.8	fm			Unidentified.calls
4241	Spectrogram 1	1	200_2014-10-20_13-00-00.wav	200_2014-10-20_13-00-00.wav	593484.798003203	593486.179003203	3401558	3402939	2014/10/20  13:56:41.798	1.381	66.7	95.7	1.2	68.4	93.8	fm			Unidentified.calls
4242	Spectrogram 1	1	200_2014-10-20_13-00-00.wav	200_2014-10-20_13-00-00.wav	593548.074998549	593549.271998549	3464835	3466032	2014/10/20  13:57:44.075	1.197	52.2	73.1	0.8	53.7	70.3	fm			Unidentified.calls
4243	Spectrogram 1	1	200_2014-10-20_13-00-00.wav	200_2014-10-20_13-00-00.wav	593602.920999593	593603.656999593	3519681	3520417	2014/10/20  13:58:39.921	0.736	25.4	46.6	0.5	26.4	44.9	fm			Unidentified.calls
4244	Spectrogram 1	1	200_2014-10-20_13-00-00.wav	200_2014-10-20_13-00-00.wav	593611.019004351	593612.215004351	3527779	3528975	2014/10/20  13:58:47.019	1.196	27.1	57.5	1.1	28.3	48.8	fm			Unidentified.calls
4245	Spectrogram 1	1	200_2014-10-20_13-00-00.wav	200_2014-10-20_13-00-00.wav	593635.922007477	593636.750007477	3552682	3553510	2014/10/20  13:59:12.922	0.828	41.0	61.7	0.6	41.0	57.6	fm			Unidentified.calls
4246	Spectrogram 1	1	200_2014-10-22_04-00-00.wav	200_2014-10-22_04-00-00.wav	593856.116999264	593857.773999264	172298	173955	2014/10/22  4:02:52.117	1.657	37.3	87.2	0.8	41.0	78.1		fm		Unidentified.calls
