Selection	View	Channel	Begin File	End File	Begin Time (s)	End Time (s)	Beg File Samp (samples)	End File Samp (samples)	Begin Date Time	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Tags
314	Spectrogram 1	1	20150825_110000.wav	20150825_110000.wav	400479.722099283	400546.292680655	819248	885819	2015/8/25  11:13:39.722	66.571	103.6	124.6	MinkeDS
315	Spectrogram 1	1	20150825_110000.wav	20150825_110000.wav	400648.827514841	400715.643744115	988354	1055170	2015/8/25  11:16:28.828	66.816	103.2	123.8	MinkeDS
316	Spectrogram 1	1	20150825_110000.wav	20150825_110000.wav	402946.390114637	403020.944252815	3285916	3360470	2015/8/25  11:54:45.390	74.554	107.9	122.9	MinkeDS
317	Spectrogram 1	1	20150825_110000.wav	20150825_110000.wav	402289.093035824	402362.664582395	2628619	2702191	2015/8/25  11:43:48.093	73.572	131.7	161.8	MinkeDS
318	Spectrogram 1	1	20150825_110000.wav	20150825_110000.wav	399870.141831116	399983.508337769	209668	323034	2015/8/25  11:03:29.142	113.367	104.8	120.6	MinkeDS
319	Spectrogram 1	1	20150825_110000.wav	20150825_110000.wav	400916.290750256	400959.278702149	1255817	1298805	2015/8/25  11:20:55.291	42.988	99.5	124.2	MinkeDS
320	Spectrogram 1	1	20150825_110000.wav	20150825_110000.wav	401346.939255885	401411.05335824	1686465	1750579	2015/8/25  11:28:06.939	64.114	106.4	123.8	MinkeDS
321	Spectrogram 1	1	20150825_110000.wav	20150825_110000.wav	400241.698864893	400309.166961105	581225	648693	2015/8/25  11:09:41.699	67.468	108.8	122.2	MinkeDS
322	Spectrogram 1	1	20150825_110000.wav	20150825_110000.wav	402401.146226203	402491.790301945	2740672	2831316	2015/8/25  11:45:40.146	90.644	96.0	122.7	MinkeDS
323	Spectrogram 1	1	20150825_110000.wav	20150825_110000.wav	402684.773099284	402768.539033777	3024299	3108065	2015/8/25  11:50:24.773	83.766	102.5	123.7	MinkeDS
324	Spectrogram 1	1	20150825_110000.wav	20150825_110000.wav	400050.547050153	400152.736577277	390073	492263	2015/8/25  11:06:30.547	102.19	109.6	124.6	MinkeDS
325	Spectrogram 1	1	20150825_110000.wav	20150825_110000.wav	403097.649310133	403148.252777892	3437175	3487779	2015/8/25  11:57:17.649	50.603	98.3	123.3	MinkeDS
326	Spectrogram 1	1	20150825_110000.wav	20150825_110000.wav	401093.969246673	401142.976003071	1433495	1482502	2015/8/25  11:23:53.969	49.007	97.1	123.8	MinkeDS
327	Spectrogram 1	1	20150825_110000.wav	20150825_110000.wav	402565.153947799	402634.119301945	2904680	2973645	2015/8/25  11:48:24.154	68.965	97.1	122.3	MinkeDS
328	Spectrogram 1	1	20150825_110000.wav	20150825_110000.wav	400800.307193449	400850.419365404	1139833	1189945	2015/8/25  11:18:59.307	50.112	101.5	123.0	MinkeDS
329	Spectrogram 1	1	20150827_050000.wav	20150827_050000.wav	406410.81601433	406481.931081883	3149784	3220899	2015/8/27  5:52:29.816	71.115	94.8	123.8	MinkeDS
330	Spectrogram 1	1	20150827_050000.wav	20150827_050000.wav	406637.256050154	406755.081966223	3376224	3494050	2015/8/27  5:56:16.256	117.826	98.1	124.2	MinkeDS
331	Spectrogram 1	1	20150827_050000.wav	20150827_050000.wav	404518.41465609	404597.881752303	1257383	1336850	2015/8/27  5:20:57.415	79.467	91.5	124.2	MinkeDS
332	Spectrogram 1	1	20150827_050000.wav	20150827_050000.wav	403624.887578301	403672.174799386	363856	411143	2015/8/27  5:06:03.888	47.287	100.0	124.6	MinkeDS
333	Spectrogram 1	1	20150827_050000.wav	20150827_050000.wav	405019.958177073	405095.617730809	1758926	1834586	2015/8/27  5:29:18.958	75.66	98.5	123.8	MinkeDS
334	Spectrogram 1	1	20150827_050000.wav	20150827_050000.wav	405504.257015353	405569.967829069	2243225	2308936	2015/8/27  5:37:23.257	65.711	91.9	123.8	MinkeDS
335	Spectrogram 1	1	20150827_050000.wav	20150827_050000.wav	405253.644825998	405440.129330604	1992613	2179097	2015/8/27  5:33:12.645	186.485	97.3	122.5	MinkeDS
336	Spectrogram 1	1	20150827_050000.wav	20150827_050000.wav	403522.660303992	403556.928186285	261628	295896	2015/8/27  5:04:21.660	34.268	87.7	114.5	MinkeDS
337	Spectrogram 1	1	20150827_050000.wav	20150827_050000.wav	404846.099374616	404963.925290686	1585067	1702893	2015/8/27  5:26:25.099	117.826	103.9	123.8	MinkeDS
338	Spectrogram 1	1	20150827_050000.wav	20150827_050000.wav	404078.504593654	404255.408830092	817473	994377	2015/8/27  5:13:37.505	176.904	102.6	123.7	MinkeDS
339	Spectrogram 1	1	20150827_050000.wav	20150827_050000.wav	403355.372706244	403457.034567042	94341	196003	2015/8/27  5:01:34.373	101.662	102.6	124.5	MinkeDS
340	Spectrogram 1	1	20150827_050000.wav	20150827_050000.wav	404974.36532651	405001.877891505	1713333	1740846	2015/8/27  5:28:33.365	27.513	107.6	123.8	MinkeDS
341	Spectrogram 1	1	20150827_050000.wav	20150827_050000.wav	405683.556818833	405755.16318219	2422525	2494131	2015/8/27  5:40:22.557	71.606	95.2	124.2	MinkeDS
342	Spectrogram 1	1	20150827_050000.wav	20150827_050000.wav	403878.693190379	403960.493941658	617661	699462	2015/8/27  5:10:17.693	81.801	93.0	124.1	MinkeDS
343	Spectrogram 1	1	20150827_050000.wav	20150827_050000.wav	404671.736693961	404716.69025998	1410705	1455658	2015/8/27  5:23:30.737	44.954	105.1	124.2	MinkeDS
344	Spectrogram 1	1	20150827_050000.wav	20150827_050000.wav	405924.735728762	406011.36436131	2663704	2750332	2015/8/27  5:44:23.736	86.629	96.4	123.3	MinkeDS
345	Spectrogram 1	1	20150827_050000.wav	20150827_050000.wav	406776.084861822	406816.616765609	3515053	3555585	2015/8/27  5:58:35.085	40.532	100.6	122.9	MinkeDS
346	Spectrogram 1	1	20150827_050000.wav	20150827_050000.wav	405112.850831116	405252.048114637	1851819	1991016	2015/8/27  5:30:51.851	139.197	102.2	123.8	MinkeDS
347	Spectrogram 1	1	20150827_050000.wav	20150827_050000.wav	404278.291832139	404413.313101331	1017260	1152281	2015/8/27  5:16:57.292	135.021	97.8	124.6	MinkeDS
348	Spectrogram 1	1	20150827_050000.wav	20150827_050000.wav	404743.135156602	404817.075175026	1482103	1556043	2015/8/27  5:24:42.135	73.94	89.0	123.3	MinkeDS
349	Spectrogram 1	1	20150827_050000.wav	20150827_050000.wav	405787.626452405	405867.953316274	2526594	2606921	2015/8/27  5:42:06.626	80.327	98.9	124.6	MinkeDS
350	Spectrogram 1	1	20150827_050000.wav	20150827_050000.wav	406199.974620266	406290.495872057	2938943	3029464	2015/8/27  5:48:58.975	90.521	100.2	123.8	MinkeDS
351	Spectrogram 1	1	20150827_050000.wav	20150827_050000.wav	403800.711563971	403860.158356192	539680	599126	2015/8/27  5:08:59.712	59.447	103.5	123.7	MinkeDS
352	Spectrogram 1	1	20150827_050000.wav	20150827_050000.wav	406016.400143296	406150.561644831	2755368	2889530	2015/8/27  5:45:55.400	134.162	107.2	122.9	MinkeDS
353	Spectrogram 1	1	20150829_000000.wav	20150829_000000.wav	407950.408522006	408002.854349028	1088819	1141264	2015/8/29  0:18:08.409	52.446	109.8	124.1	MinkeDS
354	Spectrogram 1	1	20150829_000000.wav	20150829_000000.wav	407213.169973388	407325.837283521	351580	464247	2015/8/29  0:05:51.170	112.667	105.5	123.3	MinkeDS
355	Spectrogram 1	1	20150829_000000.wav	20150829_000000.wav	406991.151599795	407130.84017912	129562	269250	2015/8/29  0:02:09.152	139.689	108.0	124.6	MinkeDS
356	Spectrogram 1	1	20150829_000000.wav	20150829_000000.wav	407447.102270215	407541.591635619	585512	680002	2015/8/29  0:09:45.102	94.489	110.5	123.8	MinkeDS
357	Spectrogram 1	1	20150830_180000.wav	20150830_180000.wav	410823.60381781	410877.27788434	361456	415130	2015/8/30  18:06:01.604	53.674	93.1	124.6	MinkeDS
358	Spectrogram 1	1	20150830_180000.wav	20150830_180000.wav	410985.462620266	411081.781762538	523315	619634	2015/8/30  18:08:43.463	96.319	109.4	124.2	MinkeDS
359	Spectrogram 1	1	20150830_180000.wav	20150830_180000.wav	411886.740605937	412116.374064483	1424593	1654226	2015/8/30  18:23:44.741	229.633	90.2	123.9	MinkeDS
360	Spectrogram 1	1	20150830_180000.wav	20150830_180000.wav	413717.139339816	413748.950743091	3254991	3286803	2015/8/30  18:54:14.139	31.811	105.5	127.2	MinkeDS
361	Spectrogram 1	1	20150830_180000.wav	20150830_180000.wav	410943.198598772	410987.415221085	481051	525267	2015/8/30  18:08:01.199	44.217	93.5	124.6	MinkeDS
362	Spectrogram 1	1	20150830_180000.wav	20150830_180000.wav	413230.126486182	413299.03072262	2767978	2836883	2015/8/30  18:46:07.126	68.904	107.8	127.2	MinkeDS
363	Spectrogram 1	1	20150830_180000.wav	20150830_180000.wav	410463.199077789	410603.992593654	1051	141845	2015/8/30  18:00:01.199	140.794	96.3	121.8	MinkeDS
364	Spectrogram 1	1	20150830_180000.wav	20150830_180000.wav	413995.632566018	414062.694443193	3533485	3600546	2015/8/30  18:58:53.633	67.062	97.1	126.4	MinkeDS
365	Spectrogram 1	1	20150830_180000.wav	20150830_180000.wav	412491.591651996	412752.668041965	2029444	2290520	2015/8/30  18:33:49.592	261.076	93.6	123.9	MinkeDS
366	Spectrogram 1	1	20150830_180000.wav	20150830_180000.wav	412755.039444217	412930.838265097	2292891	2468690	2015/8/30  18:38:12.039	175.799	103.7	123.9	MinkeDS
367	Spectrogram 1	1	20150830_180000.wav	20150830_180000.wav	410606.707302968	410795.648286592	144559	333500	2015/8/30  18:02:24.707	188.941	96.5	123.9	MinkeDS
368	Spectrogram 1	1	20150830_180000.wav	20150830_180000.wav	413313.794761515	413373.241553736	2851647	2911094	2015/8/30  18:47:31.795	59.447	101.8	125.7	MinkeDS
369	Spectrogram 1	1	20150830_180000.wav	20150830_180000.wav	412988.848917093	413054.068435005	2526701	2591920	2015/8/30  18:42:06.849	65.22	87.2	123.9	MinkeDS
370	Spectrogram 1	1	20150830_180000.wav	20150830_180000.wav	413484.80375435	413661.216694985	3022656	3199069	2015/8/30  18:50:22.804	176.413	105.7	125.0	MinkeDS
371	Spectrogram 1	1	20150830_180000.wav	20150830_180000.wav	413747.207042989	413825.200251791	3285059	3363052	2015/8/30  18:54:45.207	77.993	107.6	127.2	MinkeDS
372	Spectrogram 1	1	20150830_180000.wav	20150830_180000.wav	413054.621642784	413194.064574207	2592474	2731917	2015/8/30  18:43:12.622	139.443	114.5	128.4	MinkeDS
373	Spectrogram 1	1	20150830_180000.wav	20150830_180000.wav	411381.95391607	411826.850847492	919806	1364703	2015/8/30  18:15:19.954	444.897	94.6	124.2	MinkeDS
374	Spectrogram 1	1	20150830_180000.wav	20150830_180000.wav	412429.688380757	412488.766701126	1967540	2026619	2015/8/30  18:32:47.688	59.078	101.4	123.1	MinkeDS
375	Spectrogram 1	1	20150830_180000.wav	20150830_180000.wav	411080.430699079	411378.722746162	618283	916575	2015/8/30  18:10:18.431	298.292	95.4	123.9	MinkeDS
376	Spectrogram 1	1	20150830_180000.wav	20150830_180000.wav	413368.513331627	413485.355962129	2906365	3023208	2015/8/30  18:48:26.513	116.843	91.7	127.6	MinkeDS
377	Spectrogram 1	1	20150830_180000.wav	20150830_180000.wav	412133.692241556	412428.790865916	1671544	1966643	2015/8/30  18:27:51.692	295.099	93.9	124.3	MinkeDS
378	Spectrogram 1	1	20150830_180000.wav	20150830_180000.wav	413836.893691914	413876.688651996	3374746	3414541	2015/8/30  18:56:14.894	39.795	108.8	126.4	MinkeDS
379	Spectrogram 1	1	20150901_120000.wav	20150901_120000.wav	414776.160634596	414930.342440123	713455	867636	2015/9/1  12:11:53.161	154.182	56.3	99.4	MinkeDS
380	Spectrogram 1	1	20150901_120000.wav	20150901_120000.wav	414535.497185261	414930.366604913	472791	867661	2015/9/1  12:07:52.497	394.869	85.0	126.0	MinkeDS
381	Spectrogram 1	1	20150901_120000.wav	20150901_120000.wav	414601.392734903	414701.654825998	538687	638949	2015/9/1  12:08:58.393	100.262	56.3	90.0	MinkeDS
382	Spectrogram 1	1	20150901_120000.wav	20150901_120000.wav	416422.951339816	416656.392340839	2360245	2593686	2015/9/1  12:39:20.951	233.441	59.8	94.0	MinkeDS
383	Spectrogram 1	1	20150901_120000.wav	20150901_120000.wav	414117.880144319	414508.438168884	55174	445732	2015/9/1  12:00:55.880	390.558	90.4	124.7	MinkeDS
384	Spectrogram 1	1	20150901_120000.wav	20150901_120000.wav	416029.516	416089.454088025	1966810	2026748	2015/9/1  12:32:46.516	59.938	54.3	101.6	MinkeDS
385	Spectrogram 1	1	20150901_120000.wav	20150901_120000.wav	417502.13960696	417640.108650972	3439434	3577403	2015/9/1  12:57:19.140	137.969	57.1	95.7	MinkeDS
386	Spectrogram 1	1	20150901_120000.wav	20150901_120000.wav	416734.956396111	416990.732633572	2672250	2928027	2015/9/1  12:44:32.956	255.776	53.8	92.9	MinkeDS
387	Spectrogram 1	1	20150901_120000.wav	20150901_120000.wav	415796.221987717	415908.520825998	1733516	1845815	2015/9/1  12:28:53.222	112.299	60.3	102.2	MinkeDS
388	Spectrogram 1	1	20150901_120000.wav	20150901_120000.wav	415938.957001024	416898.881248721	1876251	2836175	2015/9/1  12:31:16.957	959.924	86.4	123.4	MinkeDS
389	Spectrogram 1	1	20150901_120000.wav	20150901_120000.wav	415378.131328557	415505.783160696	1315425	1443077	2015/9/1  12:21:55.131	127.652	59.7	99.4	MinkeDS
390	Spectrogram 1	1	20150901_120000.wav	20150901_120000.wav	415602.963070624	415705.521069601	1540257	1642815	2015/9/1  12:25:40.963	102.558	58.0	95.8	MinkeDS
391	Spectrogram 1	1	20150901_120000.wav	20150901_120000.wav	417272.235546571	417662.843875128	3209530	3600138	2015/9/1  12:53:29.236	390.608	89.7	123.4	MinkeDS
392	Spectrogram 1	1	20150901_120000.wav	20150901_120000.wav	415019.24932651	415149.111989765	956543	1086406	2015/9/1  12:15:56.249	129.863	58.8	95.4	MinkeDS
393	Spectrogram 1	1	20150901_120000.wav	20150901_120000.wav	415503.806395087	415944.13977175	1441100	1881434	2015/9/1  12:24:01.806	440.333	85.2	124.6	MinkeDS
394	Spectrogram 1	1	20150901_120000.wav	20150901_120000.wav	415206.385698055	415310.908880246	1143680	1248203	2015/9/1  12:19:03.386	104.523	62.1	94.2	MinkeDS
395	Spectrogram 1	1	20150901_120000.wav	20150901_120000.wav	416899.842909928	417276.28873695	2837137	3213583	2015/9/1  12:47:17.843	376.446	87.0	122.3	MinkeDS
396	Spectrogram 1	1	20150901_120000.wav	20150901_120000.wav	416169.627967247	416352.304929376	2106922	2289599	2015/9/1  12:35:06.628	182.677	52.7	92.9	MinkeDS
397	Spectrogram 1	1	20150901_120000.wav	20150901_120000.wav	417295.96552303	417433.835907881	3233260	3371130	2015/9/1  12:53:53.966	137.87	54.9	94.6	MinkeDS
398	Spectrogram 1	1	20150901_120000.wav	20150901_120000.wav	414994.438888434	415503.44950563	931733	1440744	2015/9/1  12:15:31.439	509.011	91.7	124.2	MinkeDS
399	Spectrogram 1	1	20150903_070000.wav	20150903_070000.wav	418614.184289662	418653.242306039	950920	989978	2015/9/3  7:15:50.184	39.058	88.3	122.3	MinkeDS
400	Spectrogram 1	1	20150903_070000.wav	20150903_070000.wav	418757.803235415	418793.422181167	1094539	1130158	2015/9/3  7:18:14.803	35.619	89.9	121.8	MinkeDS
401	Spectrogram 1	1	20150903_070000.wav	20150903_070000.wav	420806.118930399	420883.498019447	3142855	3220234	2015/9/3  7:52:22.119	77.379	91.3	124.6	MinkeDS
402	Spectrogram 1	1	20150903_070000.wav	20150903_070000.wav	417971.220071648	418010.769383828	307956	347505	2015/9/3  7:05:07.220	39.549	92.0	120.2	MinkeDS
403	Spectrogram 1	1	20150903_070000.wav	20150903_070000.wav	418297.676550665	418335.874799386	634413	672611	2015/9/3  7:10:34.677	38.198	112.7	157.3	MinkeDS
404	Spectrogram 1	1	20150903_070000.wav	20150903_070000.wav	417774.66378915	417833.86493347	111400	170601	2015/9/3  7:01:51.664	59.201	100.6	144.1	MinkeDS
405	Spectrogram 1	1	20150906_190000.wav	20150906_190000.wav	425936.714310133	426049.589520983	1072291	1185167	2015/9/6  19:17:52.714	112.875	104.2	123.8	MinkeDS
406	Spectrogram 1	1	20150906_190000.wav	20150906_190000.wav	426165.856472876	426292.894185261	1301433	1428471	2015/9/6  19:21:41.856	127.038	85.1	124.2	MinkeDS
407	Spectrogram 1	1	20150906_190000.wav	20150906_190000.wav	425654.855507677	425849.937688843	790433	985515	2015/9/6  19:13:10.856	195.082	100.9	124.6	MinkeDS
408	Spectrogram 1	1	20150906_190000.wav	20150906_190000.wav	425430.626302968	425546.57211259	566203	682149	2015/9/6  19:09:26.626	115.946	105.9	124.6	MinkeDS
409	Spectrogram 1	1	20150906_190000.wav	20150906_190000.wav	424989.242353122	425052.005392016	124819	187582	2015/9/6  19:02:04.242	62.763	83.9	122.9	MinkeDS
410	Spectrogram 1	1	20150906_190000.wav	20150906_190000.wav	426294.994774821	426439.59631218	1430572	1575173	2015/9/6  19:23:50.995	144.602	80.1	135.4	MinkeDS
411	Spectrogram 1	1	20150906_190000.wav	20150906_190000.wav	426624.153380757	426676.476383828	1759730	1812053	2015/9/6  19:29:19.153	52.323	91.8	123.8	MinkeDS
412	Spectrogram 1	1	20150906_190000.wav	20150906_190000.wav	428242.261691914	428312.025696008	3377839	3447603	2015/9/6  19:56:17.262	69.764	93.9	123.8	MinkeDS
413	Spectrogram 1	1	20150906_190000.wav	20150906_190000.wav	425354.855507677	425424.005392016	490433	559582	2015/9/6  19:08:10.856	69.15	107.1	124.2	MinkeDS
414	Spectrogram 1	1	20150906_190000.wav	20150906_190000.wav	426064.980262027	426085.737509724	1200557	1221315	2015/9/6  19:20:00.980	20.757	89.7	123.8	MinkeDS
415	Spectrogram 1	1	20150906_190000.wav	20150906_190000.wav	428012.898706244	428060.861298874	3148476	3196438	2015/9/6  19:52:28.899	47.963	83.8	123.8	MinkeDS
416	Spectrogram 1	1	20150906_190000.wav	20150906_190000.wav	427731.948340839	427829.139833163	2867525	2964717	2015/9/6  19:47:47.948	97.191	96.8	123.8	MinkeDS
417	Spectrogram 1	1	20150906_190000.wav	20150906_190000.wav	424866.380655067	424923.985088025	1958	59562	2015/9/6  19:00:01.381	57.604	86.8	114.6	MinkeDS
418	Spectrogram 1	1	20150906_190000.wav	20150906_190000.wav	426959.453184237	427029.340012283	2095030	2164917	2015/9/6  19:34:55.453	69.887	104.7	124.6	MinkeDS
419	Spectrogram 1	1	20150906_190000.wav	20150906_190000.wav	427493.348733879	427554.883533265	2628926	2690461	2015/9/6  19:43:48.349	61.535	101.3	122.9	MinkeDS
420	Spectrogram 1	1	20150906_190000.wav	20150906_190000.wav	427186.507339816	427273.589520983	2322084	2409167	2015/9/6  19:38:42.507	87.082	93.0	122.5	MinkeDS
421	Spectrogram 1	1	20150906_190000.wav	20150906_190000.wav	425178.785874104	425246.953166837	314363	382530	2015/9/6  19:05:14.786	68.167	108.0	124.6	MinkeDS
422	Spectrogram 1	1	20150908_140000.wav	20150908_140000.wav	431921.122507677	431987.570265097	3456163	3522610	2015/9/8  14:57:36.123	66.448	100.5	123.1	MinkeDS
423	Spectrogram 1	1	20150908_140000.wav	20150908_140000.wav	431194.244366428	431230.354607984	2729284	2765395	2015/9/8  14:45:29.244	36.11	101.6	123.8	MinkeDS
424	Spectrogram 1	1	20150908_140000.wav	20150908_140000.wav	431765.318825998	431849.084760491	3300359	3384125	2015/9/8  14:55:00.319	83.766	101.6	123.1	MinkeDS
425	Spectrogram 1	1	20150908_140000.wav	20150908_140000.wav	430922.076073695	430981.645689867	2457116	2516686	2015/9/8  14:40:57.076	59.57	105.4	123.5	MinkeDS
426	Spectrogram 1	1	20150910_080000.wav	20150910_080000.wav	432133.130229273	432171.205654043	67569	105645	2015/9/10  8:01:07.130	38.075	107.7	123.5	MinkeDS
427	Spectrogram 1	1	20150910_080000.wav	20150910_080000.wav	435588.649574207	435617.144730809	3523089	3551584	2015/9/10  8:58:43.650	28.495	109.7	123.8	MinkeDS
428	Spectrogram 1	1	20150910_080000.wav	20150910_080000.wav	434053.927143296	434067.437777892	1988366	2001877	2015/9/10  8:33:08.927	13.511	106.0	124.6	MinkeDS
429	Spectrogram 1	1	20150910_080000.wav	20150910_080000.wav	434724.035454452	434740.61668782	2658474	2675056	2015/9/10  8:44:18.035	16.581	103.9	124.2	MinkeDS
430	Spectrogram 1	1	20150912_030000.wav	20150912_030000.wav	439175.544158649	439219.637957011	3509425	3553519	2015/9/12  3:58:29.544	44.094	104.7	124.2	MinkeDS
431	Spectrogram 1	1	20150912_030000.wav	20150912_030000.wav	437242.561567042	437272.284963153	1576443	1606166	2015/9/12  3:26:16.562	29.723	106.2	137.6	MinkeDS
432	Spectrogram 1	1	20150912_030000.wav	20150912_030000.wav	438810.852683726	438883.932934493	3144734	3217814	2015/9/12  3:52:24.853	73.08	102.2	124.2	MinkeDS
433	Spectrogram 1	1	20150913_210000.wav	20150913_210000.wav	441103.147423746	441145.644510747	1836470	1878968	2015/9/13  21:30:36.147	42.497	101.0	124.2	MinkeDS
434	Spectrogram 1	1	20150913_210000.wav	20150913_210000.wav	439535.851718526	439587.683425793	269175	321006	2015/9/13  21:04:29.852	51.832	96.0	121.3	MinkeDS
435	Spectrogram 1	1	20150913_210000.wav	20150913_210000.wav	440416.604867963	440478.016843398	1149928	1211340	2015/9/13  21:19:09.605	61.412	110.7	124.6	MinkeDS
436	Spectrogram 1	1	20150913_210000.wav	20150913_210000.wav	439270.132183214	439314.225981576	3455	47549	2015/9/13  21:00:03.132	44.094	101.8	122.9	MinkeDS
437	Spectrogram 1	1	20150913_210000.wav	20150913_210000.wav	440708.36308086	440766.21316172	1441686	1499536	2015/9/13  21:24:01.363	57.85	103.8	124.2	MinkeDS
438	Spectrogram 1	1	20150913_210000.wav	20150913_210000.wav	441414.373732856	441470.381454452	2147697	2203704	2015/9/13  21:35:47.374	56.008	93.6	123.8	MinkeDS
439	Spectrogram 1	1	20150913_210000.wav	20150913_210000.wav	440362.868889458	440402.418201638	1096192	1135741	2015/9/13  21:18:16.869	39.549	101.8	123.4	MinkeDS
440	Spectrogram 1	1	20150913_210000.wav	20150913_210000.wav	440872.654197544	440916.011052201	1605977	1649334	2015/9/13  21:26:45.654	43.357	106.3	123.8	MinkeDS
441	Spectrogram 1	1	20150913_210000.wav	20150913_210000.wav	441843.917253838	441928.051660184	2577240	2661375	2015/9/13  21:42:57.917	84.134	106.7	143.3	MinkeDS
442	Spectrogram 1	1	20150913_210000.wav	20150913_210000.wav	440620.568120778	440665.644510747	1353891	1398968	2015/9/13  21:22:33.568	45.076	94.5	123.8	MinkeDS
443	Spectrogram 1	1	20150913_210000.wav	20150913_210000.wav	440102.7625087	440185.177379734	836086	918500	2015/9/13  21:13:56.763	82.415	109.1	124.2	MinkeDS
444	Spectrogram 1	1	20150913_210000.wav	20150913_210000.wav	440047.847620266	440090.71317912	781171	824036	2015/9/13  21:13:01.848	42.866	92.8	123.4	MinkeDS
445	Spectrogram 1	1	20150913_210000.wav	20150913_210000.wav	439831.724796315	439908.244117707	565048	641567	2015/9/13  21:09:25.725	76.519	104.2	124.2	MinkeDS
446	Spectrogram 1	1	20150913_210000.wav	20150913_210000.wav	439789.215126919	439835.274108495	522538	568597	2015/9/13  21:08:42.215	46.059	88.4	120.9	MinkeDS
447	Spectrogram 1	1	20150913_210000.wav	20150913_210000.wav	441731.98688741	441785.906601842	2465310	2519230	2015/9/13  21:41:05.987	53.92	93.2	124.6	MinkeDS
448	Spectrogram 1	1	20150913_210000.wav	20150913_210000.wav	439585.84106653	439660.555775844	319164	393879	2015/9/13  21:05:19.841	74.715	108.4	137.0	MinkeDS
449	Spectrogram 1	1	20150913_210000.wav	20150913_210000.wav	442617.849550665	442694.123224156	3351173	3427446	2015/9/13  21:55:51.850	76.274	92.4	123.0	MinkeDS
450	Spectrogram 1	1	20150915_150000.wav	20150915_150000.wav	445580.350720573	445615.23272262	2713073	2747955	2015/9/15  15:45:13.351	34.882	86.7	123.7	MinkeDS
451	Spectrogram 1	1	20150915_150000.wav	20150915_150000.wav	445789.226931423	445825.337172978	2921949	2958059	2015/9/15  15:48:41.227	36.11	100.6	124.2	MinkeDS
452	Spectrogram 1	1	20150915_150000.wav	20150915_150000.wav	443791.479148414	443826.729622313	924201	959452	2015/9/15  15:15:24.479	35.25	104.2	122.6	MinkeDS
453	Spectrogram 1	1	20150915_150000.wav	20150915_150000.wav	442871.618415558	442912.027495394	4340	44749	2015/9/15  15:00:04.618	40.409	95.7	124.6	MinkeDS
454	Spectrogram 1	1	20150915_150000.wav	20150915_150000.wav	445926.827503582	445979.518978506	3059550	3112241	2015/9/15  15:50:59.828	52.691	98.9	124.6	MinkeDS
455	Spectrogram 1	1	20150915_150000.wav	20150915_150000.wav	444735.548781986	444763.552642784	1868271	1896275	2015/9/15  15:31:08.549	28.004	107.5	124.6	MinkeDS
456	Spectrogram 1	1	20150915_150000.wav	20150915_150000.wav	445658.136028659	445685.648593654	2790858	2818371	2015/9/15  15:46:30.136	27.513	90.9	123.7	MinkeDS
457	Spectrogram 1	1	20150915_150000.wav	20150915_150000.wav	445114.746065507	445152.821490276	2247468	2285543	2015/9/15  15:37:27.746	38.075	76.5	119.3	MinkeDS
458	Spectrogram 1	1	20150917_100000.wav	20150917_100000.wav	448180.678495394	448219.982159672	1712821	1752125	2015/9/17  10:28:32.678	39.304	109.8	124.6	MinkeDS
459	Spectrogram 1	1	20150917_100000.wav	20150917_100000.wav	447717.849683726	447799.036315251	1249993	1331179	2015/9/17  10:20:49.850	81.187	99.4	124.6	MinkeDS
460	Spectrogram 1	1	20150917_100000.wav	20150917_100000.wav	446809.841472876	446905.152858751	341984	437296	2015/9/17  10:05:41.841	95.311	101.9	123.3	MinkeDS
461	Spectrogram 1	1	20150917_100000.wav	20150917_100000.wav	446966.824064483	447049.361759468	498967	581505	2015/9/17  10:08:18.824	82.538	96.3	124.6	MinkeDS
462	Spectrogram 1	1	20150917_100000.wav	20150917_100000.wav	447336.98170522	447396.551321392	869125	928694	2015/9/17  10:14:29.982	59.57	98.9	123.7	MinkeDS
463	Spectrogram 1	1	20150917_100000.wav	20150917_100000.wav	448741.129183214	448776.379657114	2273272	2308523	2015/9/17  10:37:53.129	35.25	106.2	124.6	MinkeDS
464	Spectrogram 1	1	20150917_100000.wav	20150917_100000.wav	446580.944958035	446620.248622313	113088	152392	2015/9/17  10:01:53.945	39.304	84.5	121.5	MinkeDS
465	Spectrogram 1	1	20150917_100000.wav	20150917_100000.wav	447496.138380757	447652.223946776	1028281	1184367	2015/9/17  10:17:08.138	156.086	100.2	124.6	MinkeDS
466	Spectrogram 1	1	20150917_100000.wav	20150917_100000.wav	448283.274241556	448324.911560901	1815417	1857055	2015/9/17  10:30:15.274	41.637	103.0	124.2	MinkeDS
467	Spectrogram 1	1	20150917_100000.wav	20150917_100000.wav	447070.15675435	447208.494270215	602300	740637	2015/9/17  10:10:02.157	138.338	96.3	123.7	MinkeDS
468	Spectrogram 1	1	20150919_040000.wav	20150919_040000.wav	452062.46380348	452092.06437564	2056607	2086207	2015/9/19  4:34:16.464	29.601	98.2	123.0	MinkeDS
469	Spectrogram 1	1	20150919_040000.wav	20150919_040000.wav	453457.497655067	453528.61272262	3451641	3522756	2015/9/19  4:57:31.498	71.115	102.6	123.4	MinkeDS
470	Spectrogram 1	1	20150919_040000.wav	20150919_040000.wav	450058.082749232	450120.108844422	52226	114252	2015/9/19  4:00:52.083	62.026	103.8	123.8	MinkeDS
