Selection	View	Channel	Begin File	End File	Begin Time (s)	End Time (s)	Beg File Samp (samples)	End File Samp (samples)	Begin Date Time	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Possible	From	Tags
2363	Spectrogram 1	1	201_2014-06-27_22-00-00.wav	201_2014-06-27_22-00-00.wav	251085.819999859	251087.107999859	3381739	3383027	2014/6/27  22:56:21.820	1.288	65.7	99.6	1.1	67.4	97.7	fm		Unidentified.calls
2364	Spectrogram 1	1	201_2014-06-27_22-00-00.wav	201_2014-06-27_22-00-00.wav	251095.758006707	251096.863006707	3391677	3392782	2014/6/27  22:56:31.758	1.105	43.7	75.5	0.9	43.9	70.3	fm		Unidentified.calls
2365	Spectrogram 1	1	201_2014-06-27_22-00-00.wav	201_2014-06-27_22-00-00.wav	251133.464008182	251134.845008182	3429383	3430764	2014/6/27  22:57:09.464	1.381	33.6	80.5	0.8	36.1	72.3	fm		Unidentified.calls
2366	Spectrogram 1	1	201_2014-06-27_22-00-00.wav	201_2014-06-27_22-00-00.wav	251177.992000416	251178.820000416	3473911	3474739	2014/6/27  22:57:53.992	0.828	56.1	72.3	0.6	56.6	70.3	fm		Unidentified.calls
2367	Spectrogram 1	1	201_2014-06-27_22-00-00.wav	201_2014-06-27_22-00-00.wav	251190.151007086	251191.163007086	3486070	3487082	2014/6/27  22:58:06.151	1.012	35.0	67.5	0.9	35.2	64.5	fm		Unidentified.calls
2368	Spectrogram 1	1	201_2014-06-27_22-00-00.wav	201_2014-06-27_22-00-00.wav	251210.176004082	251211.281004082	3506095	3507200	2014/6/27  22:58:26.176	1.105	38.4	58.0	0.9	40.0	56.6	fm		Unidentified.calls
2369	Spectrogram 1	1	201_2014-06-27_22-00-00.wav	201_2014-06-27_22-00-00.wav	251214.316999525	251215.145999525	3510236	3511065	2014/6/27  22:58:30.317	0.829	72.3	117.3	0.6	74.2	114.3	fm		Unidentified.calls
2370	Spectrogram 1	1	201_2014-06-27_22-00-00.wav	201_2014-06-27_22-00-00.wav	251223.336001098	251224.348001098	3519255	3520267	2014/6/27  22:58:39.336	1.012	39.7	76.5	0.8	41.0	71.3	fm		Unidentified.calls
2371	Spectrogram 1	1	201_2014-06-27_22-00-00.wav	201_2014-06-27_22-00-00.wav	251235.391005114	251239.624005114	3531310	3535543	2014/6/27  22:58:51.391	4.233	18.5	38.9	3.7	19.5	37.1	fm		Unidentified.calls
2372	Spectrogram 1	1	201_2014-06-27_22-00-00.wav	201_2014-06-27_22-00-00.wav	251236.126999915	251236.954999915	3532046	3532874	2014/6/27  22:58:52.127	0.828	59.1	88.7	0.6	59.6	85.0	fm		Unidentified.calls
2373	Spectrogram 1	1	201_2014-06-27_22-00-00.wav	201_2014-06-27_22-00-00.wav	251248.99800232	251250.19400232	3544917	3546113	2014/6/27  22:59:04.998	1.196	43.2	78.9	1.1	43.9	75.2	fm		Unidentified.calls
2374	Spectrogram 1	1	201_2014-06-27_22-00-00.wav	201_2014-06-27_22-00-00.wav	251250.562005102	251251.667005103	3546481	3547586	2014/6/27  22:59:06.562	1.105	62.0	96.1	1.1	63.5	94.7	fm		Unidentified.calls
2375	Spectrogram 1	1	201_2014-06-27_22-00-00.wav	201_2014-06-27_22-00-00.wav	251252.586999148	251253.874999148	3548506	3549794	2014/6/27  22:59:08.587	1.288	50.8	96.4	0.9	51.8	92.8	fm		Unidentified.calls
2376	Spectrogram 1	1	201_2014-06-27_22-00-00.wav	201_2014-06-27_22-00-00.wav	251270.715999588	251271.911999588	3566635	3567831	2014/6/27  22:59:26.716	1.196	31.8	85.0	0.9	34.2	76.2	fm		Unidentified.calls
2377	Spectrogram 1	1	201_2014-06-27_22-00-00.wav	201_2014-06-27_22-00-00.wav	251271.46400398	251272.84400398	3567383	3568763	2014/6/27  22:59:27.464	1.38	68.6	95.6	1.2	69.3	92.8	fm		Unidentified.calls
2378	Spectrogram 1	1	201_2014-06-27_22-00-00.wav	201_2014-06-27_22-00-00.wav	251273.489008084	251274.869008084	3569408	3570788	2014/6/27  22:59:29.489	1.38	58.8	79.4	1.2	59.6	78.1	fm		Unidentified.calls
2379	Spectrogram 1	1	201_2014-06-29_23-00-00.wav	201_2014-06-29_23-00-00.wav	253099.836999311	253101.400999311	1795219	1796783	2014/6/29  23:29:55.837	1.564	52.4	83.0	1.2	53.7	80.1	fm		Unidentified.calls
2380	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	254914.251998475	254915.815998475	9034	10598	2014/7/1  14:00:09.252	1.564	63.3	78.1	0.9	65.4	76.2	fm		Unidentified.calls
2381	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	254928.515992721	254929.435992721	23298	24218	2014/7/1  14:00:23.516	0.92	65.4	102.5	0.8	69.3	100.6	fm		Unidentified.calls
2382	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	254929.435993766	254930.355993766	24218	25138	2014/7/1  14:00:24.436	0.92	63.8	100.1	0.8	67.4	97.7	fm		Unidentified.calls
2383	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	254978.760992771	254980.140992771	73543	74923	2014/7/1  14:01:13.761	1.38	26.2	51.9	1.2	26.4	48.8	fm		Unidentified.calls
2384	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	255003.974998032	255005.262998032	98757	100045	2014/7/1  14:01:38.975	1.288	61.7	93.5	1.1	64.5	91.8	fm		Unidentified.calls
2385	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	255004.802995955	255005.907995955	99585	100690	2014/7/1  14:01:39.803	1.105	58.0	96.1	0.9	61.5	95.7	fm		Unidentified.calls
2386	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	255123.422992265	255124.526992265	218205	219309	2014/7/1  14:03:38.423	1.104	73.6	104.3	0.9	75.2	102.5	fm		Unidentified.calls
2387	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	255124.434996431	255125.447996431	219217	220230	2014/7/1  14:03:39.435	1.013	65.9	109.4	0.8	69.3	107.4	fm		Unidentified.calls
2388	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	255201.146992331	255202.619992331	295929	297402	2014/7/1  14:04:55.147	1.473	51.6	65.1	1.1	51.8	62.5	fm		Unidentified.calls
2389	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	255255.956994777	255257.153994777	350739	351936	2014/7/1  14:05:50.957	1.197	63.6	105.7	0.8	69.3	104.5	fm		Unidentified.calls
2390	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	255258.717993682	255273.441993682	353500	368224	2014/7/1  14:05:53.718	14.724	111.0	120.5	13.6	111.3	120.1	Minke like		Unidentified.calls
2391	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	255275.835000014	255277.399000014	370617	372181	2014/7/1  14:06:10.835	1.564	67.3	99.6	1.4	68.4	97.7	fm		Unidentified.calls
2392	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	255303.257995507	255305.465995507	398040	400248	2014/7/1  14:06:38.258	2.208	56.1	78.4	1.7	56.6	77.1	fm		Unidentified.calls
2393	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	255335.005992686	255336.017992686	429788	430800	2014/7/1  14:07:09.006	1.012	35.0	55.9	0.8	35.2	53.7	fm		Unidentified.calls
2394	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	255337.201997673	255338.674997673	431984	433457	2014/7/1  14:07:11.202	1.473	64.4	107.5	1.4	64.5	105.5	fm		Unidentified.calls
2395	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	255754.030998086	255755.502998086	848813	850285	2014/7/1  14:14:08.031	1.472	55.1	113.1	0.6	72.3	110.4	fm		Unidentified.calls
2396	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	255818.214999174	255819.410999174	912997	914193	2014/7/1  14:15:12.215	1.196	62.0	85.3	1.1	62.5	83.0	fm		Unidentified.calls
2397	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	255828.625996819	255829.545996819	923408	924328	2014/7/1  14:15:23.626	0.92	30.2	80.0	0.8	31.2	77.1	fm		Unidentified.calls
2398	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	255844.086001476	255845.466001476	938868	940248	2014/7/1  14:15:38.086	1.38	52.4	85.0	1.2	54.7	82.0	fm		Unidentified.calls
2399	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	255872.980996629	255874.177996629	967763	968960	2014/7/1  14:16:07.981	1.197	36.8	60.9	1.1	37.1	58.6	fm		Unidentified.calls
2400	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	255971.263998037	255973.103998037	1066046	1067886	2014/7/1  14:17:46.264	1.84	73.9	112.3	1.4	77.1	109.4	fm		Unidentified.calls
2401	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	255995.281992888	255997.397992888	1090064	1092180	2014/7/1  14:18:10.282	2.116	37.9	89.5	1.5	41.0	84.0	fm		Unidentified.calls
2402	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	256003.103998339	256004.575998339	1097886	1099358	2014/7/1  14:18:17.104	1.472	32.6	81.8	1.1	34.2	75.2	fm		Unidentified.calls
2403	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	256149.570997095	256150.674997094	1244353	1245457	2014/7/1  14:20:44.571	1.104	56.9	91.9	0.9	58.6	90.8	fm		Unidentified.calls
2404	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	256188.496997988	256190.428997988	1283279	1285211	2014/7/1  14:21:23.497	1.932	35.2	77.1	1.5	36.1	74.2	fm		Unidentified.calls
2405	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	256288.950999489	256290.975999489	1383733	1385758	2014/7/1  14:23:03.951	2.025	76.8	106.7	1.1	81.1	104.5	fm		Unidentified.calls
2406	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	256307.079999929	256308.643999929	1401862	1403426	2014/7/1  14:23:21.080	1.564	64.1	114.4	0.9	71.3	113.3	fm		Unidentified.calls
2407	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	256330.72999235	256332.10999235	1425512	1426892	2014/7/1  14:23:45.730	1.38	58.3	86.1	1.1	58.6	83.0	fm		Unidentified.calls
2408	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	256428.422994947	256431.183994947	1523205	1525966	2014/7/1  14:25:23.423	2.761	57.5	84.2	2.5	58.6	84.0	fm		Unidentified.calls
2409	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	256505.962998828	256507.159998828	1600745	1601942	2014/7/1  14:26:40.963	1.197	65.7	97.7	0.8	68.4	96.7	fm		Unidentified.calls
2410	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	256601.723996212	256603.011996212	1696506	1697794	2014/7/1  14:28:16.724	1.288	45.3	63.6	1.2	46.9	62.5	fm		Unidentified.calls
2411	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	256640.649997106	256642.122997106	1735432	1736905	2014/7/1  14:28:55.650	1.473	62.5	90.0	0.9	64.5	88.9	fm		Unidentified.calls
2412	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	256710.459998658	256711.932998658	1805242	1806715	2014/7/1  14:30:05.460	1.473	25.7	66.2	1.2	26.4	62.5	fm		Unidentified.calls
2413	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	256780.305998808	256781.870998808	1875088	1876653	2014/7/1  14:31:15.306	1.565	53.5	94.5	1.2	55.7	92.8	fm		Unidentified.calls
2414	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	257092.619000038	257093.724000038	2187401	2188506	2014/7/1  14:36:27.619	1.105	63.0	110.2	0.6	68.4	104.5	fm		Unidentified.calls
2415	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	257241.625997087	257243.097997087	2336408	2337880	2014/7/1  14:38:56.626	1.472	49.8	72.3	1.1	50.8	68.4	fm		Unidentified.calls
2416	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	257492.134998401	257493.238998401	2586917	2588021	2014/7/1  14:43:06.135	1.104	58.5	87.7	0.6	60.5	82.0	fm		Unidentified.calls
2417	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	257497.839996626	257498.668996626	2592622	2593451	2014/7/1  14:43:12.840	0.829	57.7	79.2	0.6	59.6	77.1	fm		Unidentified.calls
2418	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	257502.901998942	257504.373998942	2597684	2599156	2014/7/1  14:43:17.902	1.472	44.0	65.7	0.8	46.9	62.5	fm		Unidentified.calls
2419	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	257676.478999516	257677.858999516	2771261	2772641	2014/7/1  14:46:11.479	1.38	59.6	95.9	1.2	60.5	93.8	fm		Unidentified.calls
2420	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	257697.275999969	257698.840999969	2792058	2793623	2014/7/1  14:46:32.276	1.565	63.3	110.2	0.9	68.4	106.4	fm		Unidentified.calls
2421	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	257786.214996537	257787.962996537	2880997	2882745	2014/7/1  14:48:00.215	1.748	50.8	91.6	1.5	52.7	87.9	fm		Unidentified.calls
2422	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	257805.717998778	257806.637998778	2900500	2901420	2014/7/1  14:48:20.718	0.92	68.3	85.8	0.6	69.3	84.0	fm		Unidentified.calls
2423	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	257811.239000818	257813.172000818	2906021	2907954	2014/7/1  14:48:26.239	1.933	73.4	107.0	1.5	75.2	105.5	fm		Unidentified.calls
2424	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	257827.435996046	257828.907996046	2922218	2923690	2014/7/1  14:48:42.436	1.472	67.0	90.0	1.1	69.3	87.9	fm		Unidentified.calls
2425	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	257830.471998488	257831.944998488	2925254	2926727	2014/7/1  14:48:45.472	1.473	78.1	91.6	1.1	78.1	89.8	fm		Unidentified.calls
2426	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	257833.416993579	257834.336993579	2928199	2929119	2014/7/1  14:48:48.417	0.92	65.4	80.5	0.6	66.4	79.1	fm		Unidentified.calls
2427	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	257836.269995605	257837.281995605	2931052	2932064	2014/7/1  14:48:51.270	1.012	70.7	89.2	0.8	73.2	87.9	fm		Unidentified.calls
2428	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	257838.939001446	257839.859001446	2933721	2934641	2014/7/1  14:48:53.939	0.92	72.8	91.1	0.6	75.2	88.9	fm		Unidentified.calls
2429	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	257844.459993427	257845.379993427	2939242	2940162	2014/7/1  14:48:59.460	0.92	70.4	93.0	0.8	72.3	89.8	fm		Unidentified.calls
2430	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	257847.312995454	257848.324995454	2942095	2943107	2014/7/1  14:49:02.313	1.012	70.2	84.7	0.6	70.3	84.0	fm		Unidentified.calls
2431	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	257849.980995467	257851.177995467	2944763	2945960	2014/7/1  14:49:04.981	1.197	75.2	90.6	0.6	77.1	87.9	fm		Unidentified.calls
2432	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	257855.870995706	257856.790995706	2950653	2951573	2014/7/1  14:49:10.871	0.92	72.6	90.6	0.6	76.2	86.9	fm		Unidentified.calls
2433	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	257858.540001547	257859.552001547	2953322	2954334	2014/7/1  14:49:13.540	1.012	74.4	94.5	0.8	76.2	90.8	fm		Unidentified.calls
2434	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	257861.575993931	257862.956993931	2956358	2957739	2014/7/1  14:49:16.576	1.381	74.7	88.5	0.9	77.1	86.9	fm		Unidentified.calls
2435	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	257864.612992143	257865.717992143	2959395	2960500	2014/7/1  14:49:19.613	1.105	77.3	93.7	0.6	79.1	89.8	fm		Unidentified.calls
2436	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	257867.005998676	257868.385998676	2961788	2963168	2014/7/1  14:49:21.006	1.38	80.2	96.1	1.1	82.0	94.7	fm		Unidentified.calls
2437	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	257887.582994288	257903.410994288	2982365	2998193	2014/7/1  14:49:42.583	15.828	81.3	90.6	14.2	82.0	89.8	Minke downsweeps		Unidentified.calls
2438	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	258235.140996462	258236.061996462	3329923	3330844	2014/7/1  14:55:29.141	0.921	32.6	58.8	0.6	35.2	54.7	fm		Unidentified.calls
2439	Spectrogram 1	1	201_2014-07-01_14-00-00.wav	201_2014-07-01_14-00-00.wav	258380.815995892	258404.833995892	3475598	3499616	2014/7/1  14:57:55.816	24.018	107.0	114.9	20.2	107.4	114.3	Minke like		Unidentified.calls
2440	Spectrogram 1	1	201_2014-07-03_14-00-00.wav	201_2014-07-03_14-00-00.wav	258666.892998064	258667.997998064	161096	162201	2014/7/3  14:02:41.893	1.105	34.9	74.4	1.1	36.1	67.4	fm		Unidentified.calls
2441	Spectrogram 1	1	201_2014-07-05_05-00-00.wav	201_2014-07-05_05-00-00.wav	262331.992995286	262333.924995286	225659	227591	2014/7/5  5:03:45.993	1.932	37.9	85.0	1.5	40.0	82.0	fm		Unidentified.calls
2442	Spectrogram 1	1	201_2014-07-05_05-00-00.wav	201_2014-07-05_05-00-00.wav	262348.625997001	262349.821997001	242292	243488	2014/7/5  5:04:02.626	1.196	77.6	118.6	0.9	79.1	116.2	fm		Unidentified.calls
2443	Spectrogram 1	1	201_2014-07-05_05-00-00.wav	201_2014-07-05_05-00-00.wav	262349.453994924	262351.109994924	243120	244776	2014/7/5  5:04:03.454	1.656	78.4	95.1	1.4	79.1	94.7	fm		Unidentified.calls
2444	Spectrogram 1	1	201_2014-07-05_05-00-00.wav	201_2014-07-05_05-00-00.wav	262350.373995968	262351.937995969	244040	245604	2014/7/5  5:04:04.374	1.564	98.0	119.2	1.4	99.6	117.2	fm		Unidentified.calls
2445	Spectrogram 1	1	201_2014-07-05_05-00-00.wav	201_2014-07-05_05-00-00.wav	262390.771996522	262392.152996522	284438	285819	2014/7/5  5:04:44.772	1.381	34.2	117.3	1.2	36.1	111.3	fm		Unidentified.calls
2446	Spectrogram 1	1	201_2014-07-05_05-00-00.wav	201_2014-07-05_05-00-00.wav	262391.127999419	262392.324999419	284794	285991	2014/7/5  5:04:44.128	1.197	36.0	70.2	0.9	36.1	65.4	fm		Unidentified.calls
2447	Spectrogram 1	1	201_2014-07-05_05-00-00.wav	201_2014-07-05_05-00-00.wav	262392.336995074	262393.808995074	286003	287475	2014/7/5  5:04:46.337	1.472	42.1	68.9	1.1	43.0	65.4	fm		Unidentified.calls
2448	Spectrogram 1	1	201_2014-07-05_05-00-00.wav	201_2014-07-05_05-00-00.wav	262456.244996854	262458.729996854	349911	352396	2014/7/5  5:05:49.245	2.485	72.6	99.6	2.2	74.2	97.7	fm		Unidentified.calls
2449	Spectrogram 1	1	201_2014-07-05_05-00-00.wav	201_2014-07-05_05-00-00.wav	262477.962994122	262479.526994122	371629	373193	2014/7/5  5:06:11.963	1.564	77.9	120.5	1.4	82.0	118.2	fm		Unidentified.calls
2450	Spectrogram 1	1	201_2014-07-05_05-00-00.wav	201_2014-07-05_05-00-00.wav	262587.631992915	262589.379992915	481298	483046	2014/7/5  5:08:01.632	1.748	58.0	103.8	1.4	59.6	99.6	fm		Unidentified.calls
2451	Spectrogram 1	1	201_2014-07-05_05-00-00.wav	201_2014-07-05_05-00-00.wav	262593.325001666	262595.441001666	486991	489107	2014/7/5  5:08:06.325	2.116	51.4	82.9	1.5	52.7	79.1	fm		Unidentified.calls
2452	Spectrogram 1	1	201_2014-07-05_05-00-00.wav	201_2014-07-05_05-00-00.wav	262706.858000824	262708.883000824	600524	602549	2014/7/5  5:10:00.858	2.025	38.4	75.2	1.7	41.0	72.3	fm		Unidentified.calls
2453	Spectrogram 1	1	201_2014-07-05_05-00-00.wav	201_2014-07-05_05-00-00.wav	262720.098001429	262721.202001429	613764	614868	2014/7/5  5:10:13.098	1.104	44.8	80.2	0.9	45.9	76.2	fm		Unidentified.calls
2454	Spectrogram 1	1	201_2014-07-05_05-00-00.wav	201_2014-07-05_05-00-00.wav	262787.434992859	262788.447992859	681101	682114	2014/7/5  5:11:21.435	1.013	41.0	62.0	0.9	43.0	60.5	fm		Unidentified.calls
2455	Spectrogram 1	1	201_2014-07-05_05-00-00.wav	201_2014-07-05_05-00-00.wav	262789.36799384	262790.65599384	683034	684322	2014/7/5  5:11:23.368	1.288	27.5	72.6	1.1	30.3	70.3	fm		Unidentified.calls
2456	Spectrogram 1	1	201_2014-07-05_05-00-00.wav	201_2014-07-05_05-00-00.wav	262791.668001482	262792.773001482	685334	686439	2014/7/5  5:11:25.668	1.105	34.2	59.6	0.9	36.1	58.6	fm		Unidentified.calls
2457	Spectrogram 1	1	201_2014-07-05_05-00-00.wav	201_2014-07-05_05-00-00.wav	262875.030001545	262876.410001545	768696	770076	2014/7/5  5:12:48.030	1.38	58.8	87.4	1.2	60.5	85.0	fm		Unidentified.calls
2458	Spectrogram 1	1	201_2014-07-05_05-00-00.wav	201_2014-07-05_05-00-00.wav	262875.685992756	262876.237992756	769352	769904	2014/7/5  5:12:49.686	0.552	56.9	72.8	0.5	59.6	71.3	fm		Unidentified.calls
2459	Spectrogram 1	1	201_2014-07-05_05-00-00.wav	201_2014-07-05_05-00-00.wav	262877.329999128	262878.526999128	770996	772193	2014/7/5  5:12:50.330	1.197	51.9	92.7	1.1	53.7	88.9	fm		Unidentified.calls
2460	Spectrogram 1	1	201_2014-07-05_05-00-00.wav	201_2014-07-05_05-00-00.wav	263188.171000698	263189.367000698	1081837	1083033	2014/7/5  5:18:01.171	1.196	55.3	93.7	1.1	56.6	88.9	fm		Unidentified.calls
2461	Spectrogram 1	1	201_2014-07-05_05-00-00.wav	201_2014-07-05_05-00-00.wav	263446.625000158	263447.730000158	1340291	1341396	2014/7/5  5:22:20.625	1.105	54.6	102.5	0.9	55.7	98.6	fm		Unidentified.calls
2462	Spectrogram 1	1	201_2014-07-05_05-00-00.wav	201_2014-07-05_05-00-00.wav	263554.717000866	263580.576000866	1448383	1474242	2014/7/5  5:24:08.717	25.859	112.0	122.9	22.9	112.3	122.1	Minke like		Unidentified.calls
2463	Spectrogram 1	1	201_2014-07-05_05-00-00.wav	201_2014-07-05_05-00-00.wav	263880.787994259	263882.443994259	1774454	1776110	2014/7/5  5:29:34.788	1.656	36.3	63.0	1.4	38.1	61.5	fm		Unidentified.calls
2464	Spectrogram 1	1	201_2014-07-05_05-00-00.wav	201_2014-07-05_05-00-00.wav	264461.173993268	264462.001993268	2354840	2355668	2014/7/5  5:39:14.174	0.828	66.7	92.2	0.6	69.3	89.8	fm		Unidentified.calls
2465	Spectrogram 1	1	201_2014-07-05_05-00-00.wav	201_2014-07-05_05-00-00.wav	264630.057999784	264631.345999784	2523724	2525012	2014/7/5  5:42:03.058	1.288	69.7	119.2	1.2	74.2	118.2	fm		Unidentified.calls
2466	Spectrogram 1	1	201_2014-07-05_05-00-00.wav	201_2014-07-05_05-00-00.wav	264848.265999475	264849.554999475	2741932	2743221	2014/7/5  5:45:41.266	1.289	43.4	93.5	1.1	45.9	86.9	fm		Unidentified.calls
2467	Spectrogram 1	1	201_2014-07-05_05-00-00.wav	201_2014-07-05_05-00-00.wav	264884.063994804	264885.443994804	2777730	2779110	2014/7/5  5:46:17.064	1.38	35.8	58.0	1.1	36.1	55.7	fm		Unidentified.calls
2468	Spectrogram 1	1	201_2014-07-05_05-00-00.wav	201_2014-07-05_05-00-00.wav	265207.523998537	265208.259998537	3101190	3101926	2014/7/5  5:51:41.524	0.736	58.0	77.6	0.6	59.6	75.2	fm		Unidentified.calls
2469	Spectrogram 1	1	201_2014-07-05_05-00-00.wav	201_2014-07-05_05-00-00.wav	265211.573000917	265212.493000917	3105239	3106159	2014/7/5  5:51:45.573	0.92	96.7	111.5	0.8	98.6	109.4	fm		Unidentified.calls
2470	Spectrogram 1	1	201_2014-07-05_05-00-00.wav	201_2014-07-05_05-00-00.wav	265323.149000028	265324.622000028	3216815	3218288	2014/7/5  5:53:36.149	1.473	59.1	89.5	1.2	61.5	86.9	fm		Unidentified.calls
2471	Spectrogram 1	1	201_2014-07-05_05-00-00.wav	201_2014-07-05_05-00-00.wav	265409.351992526	265409.903992526	3303018	3303570	2014/7/5  5:55:03.352	0.552	65.4	85.5	0.3	65.4	84.0	fm		Unidentified.calls
2472	Spectrogram 1	1	201_2014-07-05_05-00-00.wav	201_2014-07-05_05-00-00.wav	265410.547992879	265411.560992879	3304214	3305227	2014/7/5  5:55:04.548	1.013	42.9	60.9	0.9	43.9	57.6	fm		Unidentified.calls
2473	Spectrogram 1	1	201_2014-07-05_05-00-00.wav	201_2014-07-05_05-00-00.wav	265522.743994662	265524.400994662	3416410	3418067	2014/7/5  5:56:56.744	1.657	32.0	45.0	1.1	32.2	42.0	fm		Unidentified.calls
2474	Spectrogram 1	1	201_2014-07-05_05-00-00.wav	201_2014-07-05_05-00-00.wav	265621.633993381	265622.461993381	3515300	3516128	2014/7/5  5:58:35.634	0.828	55.9	100.1	0.6	57.6	93.8	fm		Unidentified.calls
2475	Spectrogram 1	1	201_2014-07-07_06-00-00.wav	201_2014-07-07_06-00-00.wav	265939.3220023	265940.3340023	232451	233463	2014/7/7  6:03:52.322	1.012	70.5	105.4	0.6	73.2	101.6	fm		Unidentified.calls
